,userid,condition,iuipcAnswersSorted,iuipcQuestionsSorted,nfcAnswersSorted,nfcQuestionsSorted,ueqAnswersSorted,ueqQuestionsSorted,numeracyAnswers,iuipc,nfc,numeracy,ueq_pragmatic,ueq_hedonic,ueq_total,epsilon_mean,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5
280,ceda3f39-23b1-4123-87f7-3714f73e6e12,c2,"['7', '7', '7', '6', '5', '6', '6', '5', '7', '5']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['6', '5', '4', '5', '4', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 3, 6, 5, 2, 4, 7, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",6.1,4.166666666666667,4,5.5,4.0,4.75,11.0,31,1,21,1,1
281,488af440-449e-4554-8a9e-ca1d0cd23099,c2,"['7', '7', '7', '7', '7', '6', '7', '6', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '7', '2', '6', '6', '1']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 6, 7, 7, 6, 7, 7]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['12', '30', '', '']",6.7,6.5,2,6.5,6.75,6.625,14.6,31,9,31,1,1
282,b77e6b7e-6105-4822-a525-f0918250e2e7,c3,"['7', '7', '7', '4', '5', '6', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '5', '2', '5', '7', '1']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 7, 6, 7, 5, 6, 7]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['4', '60', '', '']",6.4,5.666666666666667,1,6.5,6.25,6.375,31.6,48,13,45,31,21
283,803b1fbf-cd95-44c3-ba06-3b2bed9dd6c4,c2,"['7', '7', '6', '7', '6', '7', '6', '6', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '6', '3', '5', '5', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 6, 6, 3, 6, 6, 7, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",6.6,5.333333333333333,4,5.25,6.25,5.75,16.8,12,1,45,25,1
284,12af748a-5fdf-4002-8e48-cb43dfe6f225,c2,"['6', '6', '6', '5', '4', '3', '5', '4', '6', '4']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '6', '3', '5', '5', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 5, 6, 6, 4, 5, 5, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '15', '', '']",4.9,5.166666666666667,1,6.0,4.75,5.375,21.8,39,1,44,17,8
285,a092fab3-17c9-484f-badf-c12d72200c20,c1,"['5', '3', '6', '5', '4', '5', '5', '5', '6', '5']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '6', '7', '4', '4', '4']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 6, 6, 6, 6, 6, 6, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['1/4', '30', '', '']",4.9,4.0,2,6.0,6.0,6.0,12.4,30,8,1,22,1
286,d955f4ac-002f-49e1-95d6-bbf268b3d1b3,c1,"['6', '6', '6', '6', '5', '4', '4', '6', '6', '5']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '4', '5', '3', '4', '5']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 6, 6, 5, 6, 6, 7, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '5', '', '']",5.4,3.5,1,5.75,6.25,6.0,15.6,50,1,25,1,1
287,7ce309e0-058c-49f3-bd00-98a4f93f91f2,c1,"['4', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '5', '5', '5', '6', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 5, 4, 5, 6, 5, 5, 3]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '30', '', '']",6.7,5.333333333333333,2,4.5,5.25,4.875,24.0,37,11,50,21,1
288,7de0628a-1687-4abc-86bf-b3930917893a,c3,"['6', '6', '7', '6', '7', '6', '4', '5', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '6', '4', '4', '5', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[3, 5, 3, 3, 6, 5, 6, 2]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '30', '', '']",6.0,4.833333333333333,2,2.75,5.5,4.125,48.6,48,47,50,48,50
289,abd5c5bc-ba4e-4725-8d43-df285f1b297f,c2,"['6', '5', '6', '5', '6', '7', '6', '6', '6', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['5', '4', '3', '3', '4', '5']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 3, 6, 6, 3, 4, 5, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['15', '5', '', '']",5.9,3.6666666666666665,1,5.5,3.75,4.625,42.8,50,28,50,45,41
